TIPUSCASDATA;COMARCACODI;COMARCADESCRIPCIO;MUNICIPICODI;MUNICIPIDESCRIPCIO;SEXECODI;SEXEDESCRIPCIO;TIPUSCASDESCRIPCIO;NUMCASOS
09/10/2020;06;ANOIA;08102;IGUALADA;1;Dona;Positiu PCR;5
04/04/2020;08;BAIX CAMP;43038;CAMBRILS;1;Dona;Positiu PCR;2
17/07/2020;SES;;SES;;SES;;Positiu PCR;16
29/10/2020;33;SEGRIA;25023;ALPICAT;0;Home;Positiu PCR;1
06/10/2020;SES;;SES;;SES;;Positiu PCR;49
28/09/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu PCR;29
23/03/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;1;Dona;Positiu PCR;2
20/08/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0;Home;Positiu PCR;8
14/06/2020;32;SEGARRA;25072;CERVERA;0;Home;Positiu PCR;1
03/10/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu PCR;54
01/04/2020;40;VALLES OCCIDENTAL;08904;BADIA DEL VALLÈS;1;Dona;Positiu PCR;2
05/11/2020;08;BAIX CAMP;43129;RIUDOMS;0;Home;Positiu PCR;2
21/10/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;Positiu PCR;25
30/04/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;1;Dona;Positiu PCR;1
24/10/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;0;Home;Positiu PCR;3
19/04/2020;41;VALLES ORIENTAL;08005;L'AMETLLA DEL VALLÈS;0;Home;Positiu PCR;2
06/11/2020;20;GIRONES;17155;SALT;0;Home;Positiu PCR;9
24/08/2020;41;VALLES ORIENTAL;08041;CANOVELLES;0;Home;Positiu PCR;9
20/10/2020;33;SEGRIA;25021;ALMENAR;0;Home;Positiu PCR;1
12/04/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu PCR;60
27/03/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;0;Home;Positiu PCR;13
02/11/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;0;Home;Positiu PCR;17
26/07/2020;33;SEGRIA;25019;ALMACELLES;0;Home;Positiu PCR;2
19/05/2020;03;ALT PENEDES;08273;SUBIRATS;0;Home;Positiu PCR;1
21/10/2020;20;GIRONES;17186;SARRIÀ DE TER;0;Home;Positiu PCR;4
20/10/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu PCR;100
02/11/2020;40;VALLES OCCIDENTAL;08156;PALAU-SOLITÀ I PLEGAMANS;0;Home;Positiu PCR;4
20/04/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu PCR;64
04/05/2020;SES;;SES;;SES;;Positiu PCR;8
13/04/2020;10;BAIX EMPORDA;17117;PALAFRUGELL;1;Dona;Positiu PCR;7
18/03/2020;06;ANOIA;08044;CAPELLADES;1;Dona;Positiu PCR;2
14/04/2020;21;MARESME;08110;MALGRAT DE MAR;1;Dona;Positiu PCR;4
21/08/2020;SES;;SES;;SES;;Positiu PCR;26
08/10/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;1;Dona;Positiu PCR;13
25/10/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;Positiu PCR;8
17/10/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu PCR;11
15/09/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;0;Home;Positiu PCR;6
03/11/2020;21;MARESME;08219;VILASSAR DE MAR;0;Home;Positiu PCR;3
08/10/2020;24;OSONA;08285;TORELLÓ;0;Home;Positiu PCR;3
20/03/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;0;Home;Positiu PCR;19
08/04/2020;07;BAGES;08218;SANT JOAN DE VILATORRADA;1;Dona;Positiu PCR;3
12/11/2020;20;GIRONES;17079;GIRONA;1;Dona;Positiu PCR;18
10/04/2020;14;BERGUEDA;08022;BERGA;1;Dona;Positiu PCR;8
18/03/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;Positiu PCR;9
09/10/2020;41;VALLES ORIENTAL;08115;MARTORELLES;0;Home;Positiu PCR;4
08/11/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;Positiu PCR;4
10/10/2020;12;BAIX PENEDES;43140;SANTA OLIVA;0;Home;Positiu PCR;1
05/10/2020;41;VALLES ORIENTAL;08088;LA GARRIGA;1;Dona;Positiu PCR;3
02/09/2020;21;MARESME;08118;EL MASNOU;1;Dona;Positiu PCR;2
18/09/2020;42;MOIANÈS;08055;CASTELLCIR;1;Dona;Positiu PCR;1
07/05/2020;14;BERGUEDA;08022;BERGA;1;Dona;Positiu PCR;1
12/04/2020;36;TARRAGONES;43095;EL MORELL;1;Dona;Positiu PCR;1
27/03/2020;36;TARRAGONES;43126;LA RIERA DE GAIÀ;0;Home;Positiu PCR;1
19/10/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;1;Dona;Positiu PCR;2
18/03/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0;Home;Positiu PCR;4
21/10/2020;41;VALLES ORIENTAL;08088;LA GARRIGA;1;Dona;Positiu PCR;7
25/03/2020;41;VALLES ORIENTAL;08902;VILANOVA DEL VALLÈS;1;Dona;Positiu PCR;2
01/08/2020;30;RIBERA D'EBRE;43150;TIVISSA;1;Dona;Positiu PCR;1
02/10/2020;29;PRIORAT;43055;FALSET;1;Dona;Positiu PCR;50
21/09/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu PCR;32
28/09/2020;22;MONTSIA;43138;SANTA BÀRBARA;1;Dona;Positiu PCR;2
24/08/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;1;Dona;Positiu PCR;9
16/05/2020;21;MARESME;08118;EL MASNOU;0;Home;Positiu PCR;1
27/03/2020;14;BERGUEDA;08016;BAGÀ;0;Home;Positiu PCR;2
01/08/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu PCR;45
31/10/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;Positiu PCR;7
25/06/2020;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0;Home;Positiu PCR;1
03/11/2020;08;BAIX CAMP;43038;CAMBRILS;0;Home;Positiu PCR;6
22/09/2020;20;GIRONES;17079;GIRONA;1;Dona;Positiu PCR;18
26/07/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu PCR;7
14/09/2020;15;CERDANYA;17069;FONTANALS DE CERDANYA;0;Home;Positiu PCR;1
23/03/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu PCR;8
03/09/2020;36;TARRAGONES;43905;SALOU;0;Home;Positiu PCR;4
24/10/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;0;Home;Positiu PCR;14
08/10/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;1;Dona;Positiu PCR;3
10/10/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu PCR;8
22/10/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu PCR;30
12/05/2020;13;BARCELONES;08015;BADALONA;0;Home;Positiu PCR;4
24/07/2020;40;VALLES OCCIDENTAL;08260;SANTA PERPÈTUA DE MOGODA;1;Dona;Positiu PCR;1
09/04/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;Positiu PCR;5
11/05/2020;41;VALLES ORIENTAL;08041;CANOVELLES;0;Home;Positiu PCR;1
18/07/2020;17;GARRAF;08270;SITGES;1;Dona;Positiu PCR;2
24/10/2020;34;SELVA;17009;ARBÚCIES;0;Home;Positiu PCR;1
16/10/2020;03;ALT PENEDES;08174;PUIGDÀLBER;1;Dona;Positiu PCR;1
30/05/2020;07;BAGES;08084;FONOLLOSA;1;Dona;Positiu PCR;2
10/07/2020;33;SEGRIA;25038;AITONA;0;Home;Positiu PCR;3
21/09/2020;24;OSONA;08112;MANLLEU;1;Dona;Positiu PCR;4
12/11/2020;21;MARESME;08035;CALELLA;1;Dona;Positiu PCR;2
28/10/2020;36;TARRAGONES;43171;VILA-SECA;1;Dona;Positiu PCR;7
28/05/2020;10;BAIX EMPORDA;17117;PALAFRUGELL;1;Dona;Positiu PCR;2
03/11/2020;22;MONTSIA;43136;SANT CARLES DE LA RÀPITA;0;Home;Positiu PCR;4
05/06/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu PCR;10
11/10/2020;33;SEGRIA;25120;LLEIDA;1;Dona;Positiu PCR;13
24/03/2020;32;SEGARRA;25114;IVORRA;1;Dona;Positiu PCR;1
20/04/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;1;Dona;Positiu PCR;8
15/10/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;1;Dona;Positiu PCR;9
03/11/2020;06;ANOIA;08104;LA LLACUNA;1;Dona;Positiu PCR;1
22/07/2020;21;MARESME;08009;ARGENTONA;1;Dona;Positiu PCR;1
10/07/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu PCR;31
30/09/2020;21;MARESME;08281;TEIÀ;0;Home;Positiu PCR;2
13/10/2020;06;ANOIA;08119;MASQUEFA;0;Home;Positiu PCR;3
17/04/2020;42;MOIANÈS;08138;MOIÀ;0;Home;Positiu PCR;6
04/11/2020;02;ALT EMPORDA;17064;ESPOLLA;0;Home;Positiu PCR;1
21/10/2020;04;ALT URGELL;25203;LA SEU D'URGELL;1;Dona;Positiu PCR;8
18/03/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu PCR;10
20/10/2020;23;NOGUERA;25134;MENÀRGUENS;1;Dona;Positiu PCR;1
29/03/2020;24;OSONA;08112;MANLLEU;1;Dona;Positiu PCR;4
18/03/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0;Home;Positiu PCR;9
07/04/2020;03;ALT PENEDES;08251;SANTA MARGARIDA I ELS MONJOS;1;Dona;Positiu PCR;1
02/10/2020;14;BERGUEDA;08092;GIRONELLA;1;Dona;Positiu PCR;4
30/10/2020;02;ALT EMPORDA;17031;CABANELLES;0;Home;Positiu PCR;2
25/10/2020;33;SEGRIA;25228;TORREFARRERA;0;Home;Positiu PCR;1
12/09/2020;20;GIRONES;17079;GIRONA;1;Dona;Positiu PCR;43
29/10/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu PCR;20
04/11/2020;07;BAGES;08012;AVINYÓ;1;Dona;Positiu PCR;1
26/10/2020;19;GARROTXA;17161;SANT FELIU DE PALLEROLS;1;Dona;Positiu PCR;1
29/09/2020;06;ANOIA;08102;IGUALADA;0;Home;Positiu PCR;5
20/10/2020;11;BAIX LLOBREGAT;08114;MARTORELL;1;Dona;Positiu PCR;28
11/10/2020;21;MARESME;08110;MALGRAT DE MAR;1;Dona;Positiu PCR;2
07/10/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;Positiu PCR;3
02/09/2020;40;VALLES OCCIDENTAL;08267;SENTMENAT;0;Home;Positiu PCR;2
10/09/2020;15;CERDANYA;17141;PUIGCERDÀ;1;Dona;Positiu PCR;5
15/10/2020;28;PLA DE L'ESTANY;17056;CORNELLÀ DEL TERRI;1;Dona;Positiu PCR;4
03/11/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;1;Dona;Positiu PCR;23
07/05/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;1;Dona;Positiu PCR;2
21/09/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu PCR;9
28/10/2020;04;ALT URGELL;25203;LA SEU D'URGELL;0;Home;Positiu PCR;3
21/09/2020;33;SEGRIA;25120;LLEIDA;0;Home;Positiu PCR;12
21/10/2020;36;TARRAGONES;43171;VILA-SECA;1;Dona;Positiu PCR;14
27/03/2020;24;OSONA;08283;TONA;0;Home;Positiu PCR;4
08/11/2020;38;URGELL;25027;ANGLESOLA;0;Home;Positiu PCR;1
11/11/2020;02;ALT EMPORDA;17066;FIGUERES;1;Dona;Positiu PCR;5
15/03/2020;21;MARESME;08121;MATARÓ;1;Dona;Positiu PCR;5
23/04/2020;20;GIRONES;17163;SANT GREGORI;0;Home;Positiu PCR;6
20/04/2020;21;MARESME;08006;ARENYS DE MAR;1;Dona;Positiu PCR;3
20/08/2020;17;GARRAF;08231;SANT PERE DE RIBES;0;Home;Positiu PCR;4
13/07/2020;27;PLA D'URGELL;25230;TORREGROSSA;1;Dona;Positiu PCR;2
22/08/2020;15;CERDANYA;17141;PUIGCERDÀ;1;Dona;Positiu PCR;1
05/04/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;1;Dona;Positiu PCR;3
30/10/2020;02;ALT EMPORDA;17221;VILAFANT;1;Dona;Positiu PCR;3
27/10/2020;09;BAIX EBRE;43901;DELTEBRE;1;Dona;Positiu PCR;7
06/08/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;1;Dona;Positiu PCR;5
26/03/2020;14;BERGUEDA;08022;BERGA;1;Dona;Positiu PCR;4
22/10/2020;02;ALT EMPORDA;17066;FIGUERES;1;Dona;Positiu PCR;36
12/10/2020;21;MARESME;08126;MONTGAT;0;Home;Positiu PCR;2
26/10/2020;11;BAIX LLOBREGAT;08158;EL PAPIOL;1;Dona;Positiu PCR;3
06/05/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu PCR;4
16/07/2020;26;PALLARS SOBIRA;25183;RIALP;0;Home;Positiu PCR;1
25/08/2020;11;BAIX LLOBREGAT;08076;ESPARREGUERA;0;Home;Positiu PCR;3
07/11/2020;21;MARESME;08110;MALGRAT DE MAR;0;Home;Positiu PCR;2
23/03/2020;24;OSONA;08215;SANT HIPÒLIT DE VOLTREGÀ;1;Dona;Positiu PCR;1
14/09/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;0;Home;Positiu PCR;8
19/10/2020;35;SOLSONES;25207;SOLSONA;0;Home;Positiu PCR;2
15/10/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;Positiu PCR;14
03/11/2020;11;BAIX LLOBREGAT;08076;ESPARREGUERA;1;Dona;Positiu PCR;6
26/03/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;1;Dona;Positiu PCR;16
19/10/2020;02;ALT EMPORDA;17152;ROSES;1;Dona;Positiu PCR;11
17/07/2020;33;SEGRIA;25038;AITONA;1;Dona;Positiu PCR;21
21/04/2020;38;URGELL;25003;AGRAMUNT;0;Home;Positiu PCR;1
21/08/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu PCR;2
20/10/2020;07;BAGES;08047;CARDONA;0;Home;Positiu PCR;3
11/08/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;Positiu PCR;7
31/10/2020;01;ALT CAMP;43108;EL PLA DE SANTA MARIA;0;Home;Positiu PCR;1
30/09/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;0;Home;Positiu PCR;19
03/08/2020;41;VALLES ORIENTAL;08005;L'AMETLLA DEL VALLÈS;0;Home;Positiu PCR;1
16/03/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;1;Dona;Positiu PCR;5
01/11/2020;24;OSONA;08183;RODA DE TER;0;Home;Positiu PCR;2
04/11/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;0;Home;Positiu PCR;13
08/10/2020;11;BAIX LLOBREGAT;08295;VALLIRANA;1;Dona;Positiu PCR;2
10/09/2020;17;GARRAF;08074;CUBELLES;1;Dona;Positiu PCR;1
04/10/2020;33;SEGRIA;25120;LLEIDA;1;Dona;Positiu PCR;6
10/08/2020;12;BAIX PENEDES;43163;EL VENDRELL;0;Home;Positiu PCR;3
06/11/2020;41;VALLES ORIENTAL;08088;LA GARRIGA;1;Dona;Positiu PCR;4
22/10/2020;41;VALLES ORIENTAL;08198;SANT ANTONI DE VILAMAJOR;1;Dona;Positiu PCR;2
19/10/2020;22;MONTSIA;43136;SANT CARLES DE LA RÀPITA;1;Dona;Positiu PCR;8
19/06/2020;41;VALLES ORIENTAL;08088;LA GARRIGA;0;Home;Positiu PCR;1
12/03/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu PCR;9
02/11/2020;10;BAIX EMPORDA;17160;SANT FELIU DE GUÍXOLS;0;Home;Positiu PCR;8
29/10/2020;11;BAIX LLOBREGAT;08020;BEGUES;0;Home;Positiu PCR;1
21/03/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu PCR;22
04/10/2020;33;SEGRIA;25053;BENAVENT DE SEGRIÀ;1;Dona;Positiu PCR;1
06/11/2020;08;BAIX CAMP;43042;CASTELLVELL DEL CAMP;0;Home;Positiu PCR;2
23/05/2020;38;URGELL;25217;TÀRREGA;0;Home;Positiu PCR;2
20/10/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;Positiu PCR;23
02/04/2020;41;VALLES ORIENTAL;08088;LA GARRIGA;0;Home;Positiu PCR;1
27/10/2020;18;GARRIGUES;25058;LES BORGES BLANQUES;0;Home;Positiu PCR;6
01/11/2020;41;VALLES ORIENTAL;08041;CANOVELLES;1;Dona;Positiu PCR;2
05/11/2020;17;GARRAF;08270;SITGES;0;Home;Positiu PCR;12
20/10/2020;07;BAGES;08010;ARTÉS;0;Home;Positiu PCR;7
06/10/2020;40;VALLES OCCIDENTAL;08156;PALAU-SOLITÀ I PLEGAMANS;1;Dona;Positiu PCR;1
19/08/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;1;Dona;Positiu PCR;11
25/03/2020;41;VALLES ORIENTAL;08107;LLIÇÀ D'AMUNT;0;Home;Positiu PCR;2
07/11/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;1;Dona;Positiu PCR;17
21/10/2020;15;CERDANYA;17141;PUIGCERDÀ;1;Dona;Positiu PCR;4
25/10/2020;06;ANOIA;08102;IGUALADA;1;Dona;Positiu PCR;4
28/08/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;Positiu PCR;12
27/10/2020;41;VALLES ORIENTAL;08135;MONTMELÓ;1;Dona;Positiu PCR;5
27/10/2020;41;VALLES ORIENTAL;08198;SANT ANTONI DE VILAMAJOR;0;Home;Positiu PCR;1
16/07/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu PCR;8
05/11/2020;21;MARESME;08284;TORDERA;1;Dona;Positiu PCR;19
21/03/2020;19;GARROTXA;17114;OLOT;1;Dona;Positiu PCR;4
12/10/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu PCR;7
01/09/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;1;Dona;Positiu PCR;4
08/07/2020;33;SEGRIA;25232;TORRES DE SEGRE;0;Home;Positiu PCR;1
23/09/2020;40;VALLES OCCIDENTAL;08238;SANT QUIRZE DEL VALLÈS;0;Home;Positiu PCR;2
10/11/2020;41;VALLES ORIENTAL;08106;LLINARS DEL VALLÈS;0;Home;Positiu PCR;3
11/09/2020;32;SEGARRA;25072;CERVERA;1;Dona;Positiu PCR;6
21/08/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu PCR;23
28/03/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;0;Home;Positiu PCR;3
12/11/2020;19;GARROTXA;17114;OLOT;0;Home;Positiu PCR;16
30/09/2020;41;VALLES ORIENTAL;08107;LLIÇÀ D'AMUNT;0;Home;Positiu PCR;1
29/07/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu PCR;37
30/10/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;0;Home;Positiu PCR;15
18/09/2020;09;BAIX EBRE;43906;L'AMPOLLA;1;Dona;Positiu PCR;2
26/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu PCR;23
02/04/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu PCR;16
26/10/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;0;Home;Positiu PCR;8
14/03/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0;Home;Positiu PCR;5
04/07/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu PCR;7
16/08/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu PCR;6
16/03/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;0;Home;Positiu PCR;6
20/10/2020;17;GARRAF;08231;SANT PERE DE RIBES;1;Dona;Positiu PCR;7
16/08/2020;38;URGELL;25096;LA FULIOLA;0;Home;Positiu PCR;1
16/11/2020;08;BAIX CAMP;43123;REUS;0;Home;Positiu PCR;12
23/10/2020;02;ALT EMPORDA;17047;CASTELLÓ D'EMPÚRIES;0;Home;Positiu PCR;2
20/08/2020;13;BARCELONES;08015;BADALONA;0;Home;Positiu PCR;28
10/06/2020;28;PLA DE L'ESTANY;17137;PORQUERES;0;Home;Positiu PCR;1
07/09/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;0;Home;Positiu PCR;7
17/03/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;1;Dona;Positiu PCR;5
21/10/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;1;Dona;Positiu PCR;16
30/09/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu PCR;3
26/10/2020;06;ANOIA;08302;VILANOVA DEL CAMÍ;0;Home;Positiu PCR;13
15/04/2020;12;BAIX PENEDES;43163;EL VENDRELL;1;Dona;Positiu PCR;8
05/04/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu PCR;5
08/11/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;1;Dona;Positiu PCR;1
02/11/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu PCR;17
17/10/2020;08;BAIX CAMP;43123;REUS;0;Home;Positiu PCR;19
04/11/2020;07;BAGES;08141;NAVÀS;1;Dona;Positiu PCR;1
11/10/2020;21;MARESME;08284;TORDERA;0;Home;Positiu PCR;1
06/10/2020;30;RIBERA D'EBRE;43065;GARCIA;0;Home;Positiu PCR;1
05/10/2020;41;VALLES ORIENTAL;08005;L'AMETLLA DEL VALLÈS;1;Dona;Positiu PCR;3
15/10/2020;20;GIRONES;17155;SALT;1;Dona;Positiu PCR;24
12/10/2020;34;SELVA;17033;CALDES DE MALAVELLA;1;Dona;Positiu PCR;2
31/10/2020;20;GIRONES;17186;SARRIÀ DE TER;0;Home;Positiu PCR;3
14/11/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;1;Dona;Positiu PCR;1
09/11/2020;20;GIRONES;17142;QUART;1;Dona;Positiu PCR;1
05/03/2020;11;BAIX LLOBREGAT;08211;SANT FELIU DE LLOBREGAT;1;Dona;Positiu PCR;1
21/03/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;1;Dona;Positiu PCR;4
12/11/2020;10;BAIX EMPORDA;17204;ULLÀ;0;Home;Positiu PCR;1
26/03/2020;24;OSONA;08117;LES MASIES DE VOLTREGÀ;1;Dona;Positiu PCR;1
23/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu PCR;9
27/10/2020;12;BAIX PENEDES;43163;EL VENDRELL;0;Home;Positiu PCR;11
08/04/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;Positiu PCR;4
21/09/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;Positiu PCR;4
04/11/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;0;Home;Positiu PCR;4
04/05/2020;11;BAIX LLOBREGAT;08089;GAVÀ;0;Home;Positiu PCR;1
02/09/2020;36;TARRAGONES;43148;TARRAGONA;1;Dona;Positiu PCR;8
19/10/2020;21;MARESME;08075;DOSRIUS;0;Home;Positiu PCR;1
29/10/2020;23;NOGUERA;25040;BALAGUER;0;Home;Positiu PCR;7
17/04/2020;33;SEGRIA;25038;AITONA;0;Home;Positiu PCR;2
05/08/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;Positiu PCR;9
31/10/2020;33;SEGRIA;25120;LLEIDA;1;Dona;Positiu PCR;12
03/09/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu PCR;48
31/03/2020;15;CERDANYA;17006;ALP;0;Home;Positiu PCR;1
30/09/2020;10;BAIX EMPORDA;17117;PALAFRUGELL;1;Dona;Positiu PCR;2
09/08/2020;10;BAIX EMPORDA;17117;PALAFRUGELL;0;Home;Positiu PCR;1
02/04/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;1;Dona;Positiu PCR;2
23/09/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu PCR;18
19/10/2020;19;GARROTXA;17114;OLOT;1;Dona;Positiu PCR;23
27/08/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;0;Home;Positiu PCR;19
25/03/2020;07;BAGES;08191;SALLENT;0;Home;Positiu PCR;1
29/10/2020;16;CONCA DE BARBERA;43086;MONTBLANC;1;Dona;Positiu PCR;1
24/09/2020;13;BARCELONES;08015;BADALONA;0;Home;Positiu PCR;17
06/04/2020;28;PLA DE L'ESTANY;17190;SERINYÀ;0;Home;Positiu PCR;1
12/04/2020;01;ALT CAMP;43161;VALLS;0;Home;Positiu PCR;1
01/10/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;1;Dona;Positiu PCR;5
11/10/2020;02;ALT EMPORDA;17066;FIGUERES;0;Home;Positiu PCR;4
03/04/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;1;Dona;Positiu PCR;9
20/03/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu PCR;18
16/10/2020;32;SEGARRA;25072;CERVERA;1;Dona;Positiu PCR;8
09/11/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;0;Home;Positiu PCR;35
10/07/2020;17;GARRAF;08270;SITGES;1;Dona;Positiu PCR;1
27/10/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;0;Home;Positiu PCR;6
25/05/2020;11;BAIX LLOBREGAT;08089;GAVÀ;1;Dona;Positiu PCR;2
30/09/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;1;Dona;Positiu PCR;2
28/09/2020;15;CERDANYA;17141;PUIGCERDÀ;0;Home;Positiu PCR;4
22/10/2020;41;VALLES ORIENTAL;08042;CÀNOVES I SAMALÚS;0;Home;Positiu PCR;1
31/10/2020;02;ALT EMPORDA;17152;ROSES;1;Dona;Positiu PCR;5
13/11/2020;21;MARESME;08006;ARENYS DE MAR;1;Dona;Positiu PCR;3
29/10/2020;03;ALT PENEDES;08091;GELIDA;1;Dona;Positiu PCR;4
10/11/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;0;Home;Positiu PCR;10
02/04/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;0;Home;Positiu PCR;4
22/03/2020;21;MARESME;08172;PREMIÀ DE MAR;1;Dona;Positiu PCR;2
