TIPUSCASDATA;COMARCACODI;COMARCADESCRIPCIO;MUNICIPICODI;MUNICIPIDESCRIPCIO;SEXECODI;SEXEDESCRIPCIO;TIPUSCASDESCRIPCIO;NUMCASOS
22/07/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;Positiu per Test Ràpid;5
16/04/2020;28;PLA DE L'ESTANY;17056;CORNELLÀ DEL TERRI;1;Dona;Positiu Epidemiològic;1
04/04/2020;14;BERGUEDA;08022;BERGA;1;Dona;PCR probable;1
03/05/2020;34;SELVA;17033;CALDES DE MALAVELLA;1;Dona;Positiu per Test Ràpid;1
22/04/2020;10;BAIX EMPORDA;17209;VALL-LLOBREGA;1;Dona;Positiu per Test Ràpid;1
01/05/2020;41;VALLES ORIENTAL;08209;SANT FOST DE CAMPSENTELLES;1;Dona;Positiu Epidemiològic;1
14/07/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu per ELISA;1
17/04/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu Epidemiològic;3
19/04/2020;25;PALLARS JUSSA;25171;LA POBLA DE SEGUR;1;Dona;Positiu per Test Ràpid;1
28/04/2020;27;PLA D'URGELL;25048;BELL-LLOC D'URGELL;0;Home;Positiu Epidemiològic;1
29/03/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;PCR probable;3
06/05/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per ELISA;1
28/05/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per ELISA;2
27/04/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;6
24/08/2020;40;VALLES OCCIDENTAL;08054;CASTELLBISBAL;0;Home;PCR probable;1
26/10/2020;21;MARESME;08203;SANT CEBRIÀ DE VALLALTA;0;Home;PCR probable;1
30/03/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;10
28/03/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;PCR probable;1
11/04/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;6
07/08/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;Positiu per Test Ràpid;1
30/07/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;0;Home;Positiu per Test Ràpid;4
16/10/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;2
10/10/2020;33;SEGRIA;25189;ROSSELLÓ;1;Dona;Positiu per ELISA;1
25/10/2020;06;ANOIA;08302;VILANOVA DEL CAMÍ;1;Dona;PCR probable;1
08/10/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;1;Dona;Positiu per ELISA;1
06/10/2020;13;BARCELONES;08015;BADALONA;0;Home;Positiu per ELISA;2
30/09/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;PCR probable;3
30/03/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;8
01/05/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu per ELISA;1
08/05/2020;15;CERDANYA;17141;PUIGCERDÀ;0;Home;Positiu per ELISA;1
16/06/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;2
13/11/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;1;Dona;Positiu per ELISA;1
27/10/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;0;Home;Positiu Epidemiològic;1
22/10/2020;21;MARESME;08118;EL MASNOU;1;Dona;PCR probable;1
03/11/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;PCR probable;1
30/09/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;PCR probable;3
29/09/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;0;Home;PCR probable;1
20/08/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu per Test Ràpid;1
23/07/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;0;Home;Positiu per Test Ràpid;1
16/09/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;PCR probable;1
17/07/2020;07;BAGES;08012;AVINYÓ;1;Dona;Positiu per Test Ràpid;1
20/07/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;0;Home;Positiu per Test Ràpid;1
30/07/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;0;Home;Positiu per Test Ràpid;1
01/09/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;0;Home;Positiu Epidemiològic;1
29/08/2020;34;SELVA;17101;MASSANES;1;Dona;Positiu per ELISA;1
06/06/2020;13;BARCELONES;08015;BADALONA;0;Home;Positiu Epidemiològic;1
06/06/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu per ELISA;1
05/06/2020;21;MARESME;08118;EL MASNOU;1;Dona;Positiu per ELISA;1
03/06/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;5
27/05/2020;34;SELVA;17023;BLANES;1;Dona;Positiu per Test Ràpid;1
30/06/2020;11;BAIX LLOBREGAT;08158;EL PAPIOL;1;Dona;Positiu per ELISA;1
13/05/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;2
30/06/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;PCR probable;1
04/09/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;PCR probable;2
29/08/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;1;Dona;Positiu per ELISA;1
13/08/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0;Home;Positiu per ELISA;1
31/08/2020;42;MOIANÈS;08064;CASTELLTERÇOL;0;Home;PCR probable;1
22/10/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;0;Home;Positiu Epidemiològic;1
18/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;PCR probable;1
22/10/2020;28;PLA DE L'ESTANY;17015;BANYOLES;0;Home;PCR probable;1
23/10/2020;33;SEGRIA;25007;ALBATÀRREC;1;Dona;Positiu per ELISA;1
15/06/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu per ELISA;2
07/08/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;0;Home;Positiu per Test Ràpid;2
14/08/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;1;Dona;Positiu per ELISA;1
14/08/2020;SES;;SES;;SES;;Positiu Epidemiològic;1
06/11/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu per Test Ràpid;2
18/08/2020;20;GIRONES;17079;GIRONA;0;Home;PCR probable;1
19/10/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;PCR probable;1
19/08/2020;41;VALLES ORIENTAL;08088;LA GARRIGA;0;Home;Positiu per ELISA;1
01/08/2020;41;VALLES ORIENTAL;08108;LLIÇÀ DE VALL;1;Dona;Positiu per ELISA;1
13/10/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;PCR probable;3
23/07/2020;21;MARESME;08006;ARENYS DE MAR;0;Home;Positiu per Test Ràpid;1
03/04/2020;13;BARCELONES;08015;BADALONA;0;Home;Positiu Epidemiològic;2
05/06/2020;11;BAIX LLOBREGAT;08076;ESPARREGUERA;1;Dona;Positiu per ELISA;1
21/10/2020;01;ALT CAMP;43036;CABRA DEL CAMP;1;Dona;PCR probable;1
21/04/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;Positiu per ELISA;1
21/04/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;10
24/04/2020;34;SELVA;17009;ARBÚCIES;1;Dona;Positiu per Test Ràpid;1
09/10/2020;21;MARESME;08219;VILASSAR DE MAR;1;Dona;Positiu per ELISA;1
29/07/2020;24;OSONA;08298;VIC;1;Dona;Positiu per Test Ràpid;3
29/03/2020;23;NOGUERA;25002;ÀGER;1;Dona;Positiu per ELISA;1
16/07/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;1;Dona;Positiu per Test Ràpid;6
05/08/2020;24;OSONA;08220;SANT JULIÀ DE VILATORTA;0;Home;Positiu per Test Ràpid;1
27/04/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;1;Dona;Positiu per ELISA;1
06/05/2020;06;ANOIA;08102;IGUALADA;1;Dona;Positiu per ELISA;6
06/05/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;1;Dona;Positiu Epidemiològic;1
28/10/2020;06;ANOIA;08102;IGUALADA;1;Dona;Positiu per Test Ràpid;2
09/11/2020;41;VALLES ORIENTAL;08209;SANT FOST DE CAMPSENTELLES;0;Home;Positiu per ELISA;1
27/03/2020;07;BAGES;08061;CASTELLGALÍ;0;Home;Positiu per ELISA;1
17/03/2020;09;BAIX EBRE;43133;ROQUETES;0;Home;Positiu Epidemiològic;1
25/08/2020;20;GIRONES;17155;SALT;0;Home;Positiu per ELISA;1
27/10/2020;06;ANOIA;08044;CAPELLADES;0;Home;Positiu per Test Ràpid;6
12/06/2020;02;ALT EMPORDA;17086;LA JONQUERA;1;Dona;Positiu per Test Ràpid;1
20/04/2020;06;ANOIA;08302;VILANOVA DEL CAMÍ;1;Dona;Positiu per ELISA;2
18/09/2020;41;VALLES ORIENTAL;08033;CALDES DE MONTBUI;1;Dona;PCR probable;1
15/09/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;1;Dona;Positiu Epidemiològic;1
13/11/2020;20;GIRONES;17049;CELRÀ;1;Dona;Positiu per ELISA;1
27/07/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;PCR probable;5
30/07/2020;20;GIRONES;17155;SALT;1;Dona;Positiu per Test Ràpid;1
10/10/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;PCR probable;1
13/08/2020;24;OSONA;08298;VIC;1;Dona;Positiu per Test Ràpid;3
26/03/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu Epidemiològic;2
06/11/2020;11;BAIX LLOBREGAT;08069;COLLBATÓ;1;Dona;Positiu Epidemiològic;1
07/04/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu Epidemiològic;1
26/03/2020;36;TARRAGONES;43905;SALOU;0;Home;Positiu Epidemiològic;1
26/03/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu Epidemiològic;1
08/07/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;1;Dona;Positiu per ELISA;1
13/07/2020;41;VALLES ORIENTAL;08042;CÀNOVES I SAMALÚS;0;Home;Positiu per Test Ràpid;3
17/06/2020;12;BAIX PENEDES;43037;CALAFELL;0;Home;PCR probable;1
20/04/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;3
23/07/2020;24;OSONA;08112;MANLLEU;1;Dona;Positiu per Test Ràpid;1
23/07/2020;06;ANOIA;08257;SANTA MARIA DE MIRALLES;1;Dona;Positiu per Test Ràpid;1
22/07/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;3
23/07/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;PCR probable;1
26/10/2020;36;TARRAGONES;43148;TARRAGONA;1;Dona;PCR probable;1
21/05/2020;02;ALT EMPORDA;17135;PONT DE MOLINS;1;Dona;PCR probable;1
21/09/2020;38;URGELL;25027;ANGLESOLA;1;Dona;Positiu per Test Ràpid;1
28/08/2020;10;BAIX EMPORDA;17160;SANT FELIU DE GUÍXOLS;0;Home;PCR probable;1
03/09/2020;40;VALLES OCCIDENTAL;08156;PALAU-SOLITÀ I PLEGAMANS;0;Home;Positiu Epidemiològic;1
02/10/2020;11;BAIX LLOBREGAT;08114;MARTORELL;1;Dona;PCR probable;1
14/05/2020;11;BAIX LLOBREGAT;08208;SANT ESTEVE SESROVIRES;1;Dona;Positiu per ELISA;2
08/05/2020;41;VALLES ORIENTAL;08107;LLIÇÀ D'AMUNT;1;Dona;Positiu per ELISA;1
22/05/2020;34;SELVA;17180;SANTA COLOMA DE FARNERS;1;Dona;Positiu per Test Ràpid;1
16/11/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;0;Home;Positiu per ELISA;1
10/11/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;3
02/10/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;Positiu per Test Ràpid;1
01/07/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;PCR probable;1
11/11/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;3
29/07/2020;24;OSONA;08246;SANTA EUGÈNIA DE BERGA;0;Home;Positiu per Test Ràpid;1
12/05/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;PCR probable;2
15/10/2020;01;ALT CAMP;43161;VALLS;1;Dona;Positiu Epidemiològic;1
19/03/2020;SES;;SES;;SES;;Positiu Epidemiològic;1
20/07/2020;20;GIRONES;17050;CERVIÀ DE TER;0;Home;Positiu per Test Ràpid;1
14/10/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;PCR probable;1
10/09/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;1;Dona;Positiu per ELISA;1
29/09/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;5
03/06/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per Test Ràpid;2
02/06/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;0;Home;PCR probable;1
14/03/2020;24;OSONA;08037;CALLDETENES;0;Home;Positiu Epidemiològic;1
25/04/2020;07;BAGES;08192;SANTPEDOR;1;Dona;Positiu per ELISA;1
27/03/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu Epidemiològic;1
07/05/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu per ELISA;2
03/11/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu per ELISA;1
24/04/2020;41;VALLES ORIENTAL;08107;LLIÇÀ D'AMUNT;0;Home;Positiu Epidemiològic;1
26/03/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;1;Dona;Positiu Epidemiològic;1
06/10/2020;08;BAIX CAMP;43123;REUS;0;Home;PCR probable;1
15/03/2020;40;VALLES OCCIDENTAL;08120;MATADEPERA;1;Dona;Positiu per ELISA;1
16/03/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;1
16/07/2020;07;BAGES;08274;SÚRIA;1;Dona;Positiu per Test Ràpid;1
21/03/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu per ELISA;2
29/04/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;3
31/07/2020;17;GARRAF;08231;SANT PERE DE RIBES;0;Home;PCR probable;1
04/08/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;1;Dona;Positiu per Test Ràpid;4
26/10/2020;33;SEGRIA;25120;LLEIDA;0;Home;Positiu Epidemiològic;1
28/10/2020;12;BAIX PENEDES;43051;CUNIT;0;Home;PCR probable;1
20/07/2020;13;BARCELONES;08019;BARCELONA;0;Home;PCR probable;1
21/07/2020;38;URGELL;25003;AGRAMUNT;1;Dona;Positiu per Test Ràpid;1
21/07/2020;26;PALLARS SOBIRA;25024;ALT ÀNEU;0;Home;Positiu per Test Ràpid;1
21/07/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;5
21/07/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
06/10/2020;11;BAIX LLOBREGAT;08211;SANT FELIU DE LLOBREGAT;0;Home;PCR probable;1
06/10/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;PCR probable;1
08/09/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;PCR probable;1
08/09/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;1;Dona;PCR probable;1
20/06/2020;40;VALLES OCCIDENTAL;08300;VILADECAVALLS;1;Dona;Positiu per ELISA;1
19/06/2020;11;BAIX LLOBREGAT;08020;BEGUES;1;Dona;Positiu per Test Ràpid;1
14/03/2020;06;ANOIA;08102;IGUALADA;0;Home;Positiu Epidemiològic;4
20/04/2020;02;ALT EMPORDA;17066;FIGUERES;1;Dona;Positiu per Test Ràpid;2
05/08/2020;07;BAGES;08262;SANT VICENÇ DE CASTELLET;1;Dona;Positiu per Test Ràpid;1
29/04/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu Epidemiològic;2
30/04/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;Positiu per Test Ràpid;1
31/10/2020;41;VALLES ORIENTAL;08902;VILANOVA DEL VALLÈS;0;Home;PCR probable;2
03/11/2020;34;SELVA;17180;SANTA COLOMA DE FARNERS;1;Dona;PCR probable;1
28/04/2020;31;RIPOLLES;17167;SANT JOAN DE LES ABADESSES;1;Dona;Positiu per Test Ràpid;1
16/07/2020;06;ANOIA;08302;VILANOVA DEL CAMÍ;1;Dona;Positiu per Test Ràpid;2
16/07/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;1;Dona;Positiu per Test Ràpid;6
05/05/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;1;Dona;PCR probable;1
28/06/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu per ELISA;1
26/08/2020;13;BARCELONES;08019;BARCELONA;0;Home;PCR probable;1
23/04/2020;20;GIRONES;17155;SALT;1;Dona;Positiu per ELISA;1
01/10/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per ELISA;1
06/08/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;Positiu per Test Ràpid;2
06/08/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;PCR probable;3
19/10/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;0;Home;Positiu per ELISA;1
20/08/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu per Test Ràpid;1
03/06/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per ELISA;1
16/06/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu per ELISA;1
14/06/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;PCR probable;1
13/06/2020;21;MARESME;08264;SANT VICENÇ DE MONTALT;0;Home;Positiu per ELISA;1
14/06/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;1
24/04/2020;18;GARRIGUES;25009;L'ALBI;1;Dona;Positiu Epidemiològic;1
30/03/2020;21;MARESME;08121;MATARÓ;0;Home;Positiu Epidemiològic;1
20/04/2020;36;TARRAGONES;43100;ELS PALLARESOS;0;Home;Positiu per ELISA;1
13/05/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;9
30/05/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;1;Dona;PCR probable;1
19/04/2020;19;GARROTXA;17114;OLOT;1;Dona;Positiu Epidemiològic;1
04/05/2020;06;ANOIA;08102;IGUALADA;1;Dona;Positiu per Test Ràpid;1
19/10/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;PCR probable;5
22/10/2020;21;MARESME;08009;ARGENTONA;1;Dona;Positiu per ELISA;1
20/07/2020;11;BAIX LLOBREGAT;08020;BEGUES;0;Home;PCR probable;1
27/04/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu per ELISA;2
28/04/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;0;Home;Positiu per Test Ràpid;1
13/04/2020;31;RIPOLLES;17091;LLANARS;0;Home;Positiu per Test Ràpid;1
01/04/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;1;Dona;Positiu per ELISA;1
27/08/2020;41;VALLES ORIENTAL;08086;LES FRANQUESES DEL VALLÈS;0;Home;Positiu Epidemiològic;1
24/07/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu per ELISA;1
15/07/2020;28;PLA DE L'ESTANY;17056;CORNELLÀ DEL TERRI;1;Dona;Positiu per Test Ràpid;2
15/07/2020;20;GIRONES;17020;BESCANÓ;1;Dona;Positiu per Test Ràpid;1
15/07/2020;07;BAGES;08140;NAVARCLES;1;Dona;Positiu per Test Ràpid;1
23/09/2020;41;VALLES ORIENTAL;08135;MONTMELÓ;1;Dona;Positiu per Test Ràpid;1
26/08/2020;11;BAIX LLOBREGAT;08089;GAVÀ;0;Home;PCR probable;1
04/03/2020;06;ANOIA;08119;MASQUEFA;1;Dona;Positiu Epidemiològic;1
29/04/2020;33;SEGRIA;25120;LLEIDA;1;Dona;Positiu Epidemiològic;1
24/07/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu per Test Ràpid;3
21/07/2020;21;MARESME;08121;MATARÓ;1;Dona;Positiu per Test Ràpid;4
08/05/2020;38;URGELL;25217;TÀRREGA;1;Dona;Positiu per Test Ràpid;1
23/04/2020;11;BAIX LLOBREGAT;08089;GAVÀ;1;Dona;Positiu per ELISA;2
27/08/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;1;Dona;Positiu per Test Ràpid;1
27/08/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu per ELISA;2
15/09/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;0;Home;Positiu per ELISA;1
27/07/2020;34;SELVA;17008;ANGLÈS;0;Home;PCR probable;1
03/11/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;Positiu per ELISA;1
26/08/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per ELISA;1
22/09/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;1;Dona;Positiu per Test Ràpid;1
02/10/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;PCR probable;1
31/07/2020;07;BAGES;08047;CARDONA;1;Dona;Positiu per ELISA;1
06/05/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu Epidemiològic;2
06/05/2020;14;BERGUEDA;08022;BERGA;1;Dona;Positiu Epidemiològic;1
07/05/2020;20;GIRONES;17044;CASSÀ DE LA SELVA;1;Dona;Positiu per Test Ràpid;1
17/07/2020;20;GIRONES;17169;SANT JULIÀ DE RAMIS;1;Dona;Positiu per Test Ràpid;4
08/09/2020;40;VALLES OCCIDENTAL;08904;BADIA DEL VALLÈS;1;Dona;PCR probable;1
10/09/2020;04;ALT URGELL;25203;LA SEU D'URGELL;0;Home;Positiu per ELISA;1
14/09/2020;11;BAIX LLOBREGAT;08211;SANT FELIU DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;2
14/09/2020;21;MARESME;08264;SANT VICENÇ DE MONTALT;0;Home;Positiu per Test Ràpid;1
06/05/2020;21;MARESME;08029;CABRERA DE MAR;1;Dona;Positiu Epidemiològic;1
06/11/2020;06;ANOIA;08286;LA TORRE DE CLARAMUNT;1;Dona;Positiu per Test Ràpid;1
07/05/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;11
06/10/2020;40;VALLES OCCIDENTAL;08238;SANT QUIRZE DEL VALLÈS;1;Dona;Positiu Epidemiològic;1
25/08/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;1;Dona;Positiu per ELISA;1
21/08/2020;40;VALLES OCCIDENTAL;08252;BARBERÀ DEL VALLÈS;1;Dona;Positiu per Test Ràpid;2
23/04/2020;34;SELVA;17180;SANTA COLOMA DE FARNERS;1;Dona;PCR probable;1
17/08/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu per ELISA;1
12/11/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per Test Ràpid;1
26/05/2020;20;GIRONES;17079;GIRONA;1;Dona;PCR probable;1
01/08/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;PCR probable;1
17/08/2020;12;BAIX PENEDES;43051;CUNIT;1;Dona;Positiu per ELISA;1
13/08/2020;07;BAGES;08018;BALSARENY;1;Dona;Positiu per ELISA;1
14/07/2020;06;ANOIA;08250;SANTA MARGARIDA DE MONTBUI;1;Dona;Positiu per Test Ràpid;9
31/03/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;PCR probable;2
26/05/2020;27;PLA D'URGELL;25041;BARBENS;0;Home;PCR probable;1
27/05/2020;34;SELVA;17027;BREDA;0;Home;Positiu per ELISA;1
01/09/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per Test Ràpid;3
05/11/2020;40;VALLES OCCIDENTAL;08120;MATADEPERA;0;Home;Positiu per ELISA;1
22/07/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;Positiu per Test Ràpid;3
09/10/2020;11;BAIX LLOBREGAT;08196;SANT ANDREU DE LA BARCA;1;Dona;Positiu per ELISA;1
04/11/2020;11;BAIX LLOBREGAT;08157;PALLEJÀ;0;Home;Positiu per Test Ràpid;1
04/11/2020;SES;;SES;;SES;;Positiu per ELISA;2
29/09/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;1;Dona;PCR probable;1
09/07/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;Positiu per Test Ràpid;1
14/03/2020;40;VALLES OCCIDENTAL;08260;SANTA PERPÈTUA DE MOGODA;0;Home;Positiu Epidemiològic;1
15/07/2020;41;VALLES ORIENTAL;08124;MOLLET DEL VALLÈS;0;Home;Positiu per Test Ràpid;2
16/07/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;0;Home;Positiu per Test Ràpid;3
09/08/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;0;Home;Positiu Epidemiològic;1
12/08/2020;41;VALLES ORIENTAL;08086;LES FRANQUESES DEL VALLÈS;1;Dona;Positiu Epidemiològic;1
15/07/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;0;Home;PCR probable;4
18/09/2020;41;VALLES ORIENTAL;08202;SANT CELONI;1;Dona;Positiu per ELISA;1
08/06/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;Positiu per ELISA;1
15/10/2020;11;BAIX LLOBREGAT;08196;SANT ANDREU DE LA BARCA;1;Dona;Positiu Epidemiològic;1
15/05/2020;33;SEGRIA;25174;LA PORTELLA;1;Dona;Positiu per Test Ràpid;1
30/03/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu Epidemiològic;2
27/10/2020;20;GIRONES;17155;SALT;1;Dona;Positiu per ELISA;1
04/09/2020;40;VALLES OCCIDENTAL;08904;BADIA DEL VALLÈS;1;Dona;PCR probable;1
27/07/2020;30;RIBERA D'EBRE;43152;LA TORRE DE L'ESPANYOL;1;Dona;Positiu per Test Ràpid;1
